geoid,geoid20,year,denom_total_hh,denom_youth_hh,avg_hh_size,youth_singleparenthh_count,youth_singleparenthh_pct,families_children_count,families_children_pct,living_alone_count,living_alone_pct,same_sex_count,same_sex_pct,opp_sex_count,opp_sex_pct
1400000US06037408707,6037408707,2020,2257,1190,3.0899999,87,7.3109245,647,30.219524,308.30399,14.4,0,0,1477,65.440849
1400000US06037408722,6037408722,2020,1331,701,3.5899999,94,13.409415,269,21.852152,108.328,8.8000002,0,0,849,63.786625
1400000US06037408724,6037408724,2020,1595,1700,3.53,439,25.82353,633,41.453831,180.186,11.8,0,0,920,57.680252
1400000US06037408725,6037408725,2020,1981,1163,3.3299999,357,30.696474,441,22.897196,425.646,22.1,54,2.7258961,1014,51.186268
1400000US06037408800,6037408800,2020,1836,1094,2.72,650,59.414989,437,26.452784,579.85199,35.099998,59,3.2135077,474,25.816994
1400000US06037408900,6037408900,2020,2594,1041,2.4100001,112,10.758885,484,19.690805,798.84998,32.5,30,1.156515,1389,53.546646
1400000US06037409000,6037409000,2020,2246,1343,3.3499999,618,46.01638,457,21.855572,278.103,13.3,9,.40071237,1172,52.181656
1400000US06037409100,6037409100,2020,1423,1076,3.9100001,181,16.821562,423,30.629978,193.34,14,17,1.1946591,896,62.965565
1400000US06037430003,6037430003,2020,1605,724,3.23,83,11.464088,302,18.8162,155.685,9.6999998,15,.93457943,1189,74.080994
1400000US06037430004,6037430004,2020,1139,408,2.55,69,16.911764,209,20.652174,296.51599,29.299999,35,3.072871,401,35.206322
1400000US06037430005,6037430005,2020,1357,829,2.8800001,263,31.72497,314,24.53125,281.60001,22,0,0,643,47.383934
1400000US06037430101,6037430101,2020,1866,1032,2.6400001,388,37.596901,367,19.87006,676.00195,36.599998,0,0,717,38.424438
1400000US06037430102,6037430102,2020,1288,645,3.8399999,107,16.589148,302,24.394184,168.36801,13.6,3,.23291926,778,60.403728
1400000US06037430200,6037430200,2020,543,130,2.3599999,21,16.153847,65,15.36643,156.08701,36.900002,12,2.2099447,219,40.331493
1400000US06037430301,6037430301,2020,1743,847,2.8,80,9.4451008,431,26.425507,226.709,13.9,37,2.1227767,1186,68.043602
1400000US06037430302,6037430302,2020,2390,1002,2.45,243,24.251497,619,28.857809,559.84503,26.1,68,2.8451884,1181,49.414227
1400000US06037430400,6037430400,2020,1569,963,3.21,160,16.614746,431,29.785763,134.571,9.3000002,39,2.4856596,1005,64.053535
1400000US06037430501,6037430501,2020,1956,713,2.51,29,4.0673213,427,25.014647,520.63501,30.5,23,1.1758691,800,40.899796
1400000US06037430502,6037430502,2020,3306,1334,2.2,233,17.466267,694,23.351278,1188.8,40,15,.45372051,1393,42.135509
1400000US06037430600,6037430600,2020,1581,1180,3.3699999,320,27.118645,521,36.950356,40.890003,2.9000001,18,1.1385199,1018,64.389626
1400000US06037430701,6037430701,2020,1994,1352,2.9300001,166,12.278107,614,32.332806,298.14301,15.7,10,.50150454,1345,67.452354
1400000US06037430721,6037430721,2020,1402,987,2.72,179,18.135765,392,29.231916,414.36899,30.9,0,0,674,48.074181
1400000US06037430723,6037430723,2020,1948,1260,2.77,437,34.682541,704,40.343838,326.315,18.700001,7,.3593429,803,41.221767
1400000US06037430724,6037430724,2020,2177,996,2.49,267,26.807228,568,31.312017,555.08398,30.6,0,0,668,30.684427
1400000US06037430801,6037430801,2020,2400,1758,2.99,705,40.10239,968,43.214287,273.28,12.2,0,0,1134,47.25
1400000US06037430802,6037430802,2020,1380,945,3.23,105,11.111111,399,29.621382,242.46001,18,0,0,914,66.231888
1400000US06037430803,6037430803,2020,1949,1217,2.95,69,5.6696796,547,29.874386,238.03,13,0,0,1397,71.67778
1400000US06037430901,6037430901,2020,1566,977,2.8800001,177,18.116684,415,27.302631,443.84003,29.200001,0,0,729,46.551723
1400000US06037430902,6037430902,2020,1808,949,2.72,216,22.760801,487,28.51288,418.45999,24.5,4,.22123894,876,48.451328
1400000US06037431002,6037431002,2020,1282,444,2.3399999,61,13.738739,168,13.930348,454.66202,37.700001,0,0,524,40.873634
1400000US06037431003,6037431003,2020,1597,1377,3.1900001,553,40.159767,419,28.426052,353.76001,24,16,1.0018785,516,32.310581
1400000US06037431004,6037431004,2020,1299,827,2.9100001,305,36.880291,393,33.164558,273.73502,23.1,19,1.4626635,395,30.408007
1400000US06037431100,6037431100,2020,2294,1655,3.1199999,291,17.583082,663,29.651163,491.92001,22,0,0,1140,49.694855
1400000US06037431200,6037431200,2020,1565,1454,4.23,342,23.52132,548,37.3297,148.26801,10.1,2,.12779553,900,57.507988
1400000US06037431300,6037431300,2020,905,542,3.27,57,10.516605,272,32.929783,98.293999,11.9,8,.88397789,563,62.209946
1400000US06037431400,6037431400,2020,1407,830,3.03,45,5.4216866,292,21.613619,340.452,25.200001,29,2.0611229,731,51.954514
1400000US06037431501,6037431501,2020,1561,677,2.6600001,146,21.565731,276,18.326693,349.392,23.200001,10,.64061499,809,51.825752
1400000US06037431502,6037431502,2020,1434,893,3.01,114,12.765958,418,30.825958,314.59201,23.200001,0,0,750,52.301254
1400000US06037431600,6037431600,2020,1495,823,3.0999999,235,28.554071,473,34.102379,171.98799,12.4,0,0,846,56.588627
1400000US06037431701,6037431701,2020,2343,891,2.9000001,32,3.5914702,462,21.989529,218.504,10.4,0,0,1377,58.770805
1400000US06037431800,6037431800,2020,2108,810,2.6199999,145,17.901234,442,23.573334,427.5,22.799999,0,0,1046,49.620495
1400000US06037431900,6037431900,2020,1444,810,2.9100001,123,15.185185,340,25.796661,328.18201,24.9,0,0,634,43.905819
1400000US06037432001,6037432001,2020,616,411,3.55,48,11.678832,251,42.47039,14.184001,2.4000001,0,0,464,75.324677
1400000US06037432002,6037432002,2020,1840,951,2.79,263,27.6551,558,31.489841,494.388,27.9,0,0,931,50.597828
1400000US06037432101,6037432101,2020,1391,821,3.0899999,84,10.231425,455,33.703705,198.45,14.7,21,1.5097053,865,62.185478
1400000US06037432102,6037432102,2020,1750,1565,3.6500001,414,26.453674,684,42.222221,155.52,9.6000004,0,0,1172,66.971428
1400000US06037432201,6037432201,2020,1408,1279,3.9200001,241,18.842846,543,40.044247,173.56801,12.8,0,0,764,54.261364
1400000US06037432202,6037432202,2020,1234,820,3.52,132,16.097561,298,25.147678,240.55499,20.299999,0,0,750,60.777958
1400000US06037432300,6037432300,2020,1137,1047,3.6700001,145,13.849092,334,30.198915,212.35201,19.200001,0,0,705,62.005276
1400000US06037432401,6037432401,2020,1042,1072,3.8599999,263,24.533583,434,43.012882,122.089,12.1,0,0,635,60.940498
1400000US06037432402,6037432402,2020,1689,1564,4.1700001,456,29.15601,479,30.983183,153.054,9.8999996,7,.41444641,745,44.10894
1400000US06037432501,6037432501,2020,1407,820,3.3399999,235,28.658537,400,28.429281,368.634,26.200001,0,0,716,50.888416
1400000US06037432502,6037432502,2020,923,722,4.3499999,379,52.493076,238,26.096491,105.792,11.6,0,0,407,44.095341
1400000US06037432601,6037432601,2020,1828,1438,4.1199999,510,35.465923,447,25.325779,155.32001,8.8000002,0,0,1046,57.221008
1400000US06037432602,6037432602,2020,1151,856,4.02,262,30.607477,293,26.021315,145.254,12.9,0,0,685,59.513466
1400000US06037432700,6037432700,2020,1515,1882,4.3200002,487,25.876726,503,35.372715,159.26399,11.2,0,0,847,55.907589
1400000US06037432801,6037432801,2020,903,383,2.9400001,95,24.804178,124,14.502924,257.35501,30.1,0,0,461,51.052048
1400000US06037432802,6037432802,2020,1484,1483,3.8800001,641,43.223198,423,30.652174,280.13998,20.299999,0,0,553,37.264153
1400000US06037432901,6037432901,2020,1314,810,3.4300001,43,5.3086419,442,37.649063,124.44401,10.6,0,0,840,63.926941
1400000US06037432902,6037432902,2020,923,554,3.73,206,37.184116,179,21.385902,102.951,12.3,0,0,505,54.712894
1400000US06037433103,6037433103,2020,1922,1264,3.8699999,312,24.683544,557,29.833958,214.705,11.5,6,.31217483,1066,55.463058
1400000US06037433200,6037433200,2020,1770,1308,3.55,267,20.412844,509,30.442583,292.60001,17.5,0,0,1018,57.514126
1400000US06037433302,6037433302,2020,490,380,3.6600001,75,19.736841,145,30.982906,93.131996,19.9,0,0,262,53.469387
1400000US06037433304,6037433304,2020,1195,1140,3.95,351,30.789474,432,38.162544,217.34401,19.200001,0,0,611,51.129707
1400000US06037433305,6037433305,2020,1319,983,3.47,275,27.975584,480,36.391205,221.592,16.799999,44,3.3358605,626,47.460197
1400000US06037433306,6037433306,2020,857,763,3.96,194,25.425951,306,35.705952,29.995001,3.5,0,0,565,65.927658
1400000US06037433307,6037433307,2020,825,641,3.4400001,152,23.712948,298,36.121212,85.799995,10.4,6,.72727275,525,63.636364
1400000US06037433402,6037433402,2020,1158,1035,4.25,335,32.367149,307,26.953468,110.48299,9.6999998,28,2.4179621,643,55.526772
1400000US06037433403,6037433403,2020,1265,1467,3.8399999,454,30.947512,586,46.507938,185.22,14.7,0,0,748,59.130436
1400000US06037433505,6037433505,2020,1105,1180,4.5300002,143,12.118644,435,41.746639,86.486,8.3000002,0,0,683,61.809956
1400000US06037433506,6037433506,2020,1084,1076,3.8299999,258,23.977695,405,38.6082,117.488,11.2,4,.36900368,555,51.199261
1400000US06037433601,6037433601,2020,1384,890,4.0999999,213,23.932585,372,27.94891,110.473,8.3000002,0,0,863,62.355492
1400000US06037433602,6037433602,2020,880,585,3.51,80,13.675214,263,31.45933,144.62799,17.299999,0,0,545,61.93182
1400000US06037433803,6037433803,2020,899,719,3.77,190,26.425591,221,24.971752,106.2,12,0,0,546,60.73415
1400000US06037433804,6037433804,2020,1104,1542,4.3400002,653,42.347599,413,37.40942,298.07999,27,0,0,550,49.81884
1400000US06037433901,6037433901,2020,1374,1374,4.0900002,358,26.055313,494,36.350258,131.823,9.6999998,0,0,861,62.663757
1400000US06037433903,6037433903,2020,1543,1418,3.77,570,40.19746,367,25.973106,190.755,13.5,0,0,684,44.329227
1400000US06037434001,6037434001,2020,1007,1172,4.27,295,25.170649,434,44.927536,28.98,3,0,0,667,66.236343
1400000US06037434003,6037434003,2020,1013,950,4.27,490,51.578949,315,32.8125,114.24,11.9,0,0,499,49.259624
1400000US06037434004,6037434004,2020,731,562,4.1500001,99,17.615658,231,31.600548,65.058998,8.8999996,5,.68399453,472,64.569084
1400000US06037434100,6037434100,2020,1665,1604,4.1900001,311,19.389027,517,31.91358,213.84,13.2,23,1.3813814,986,59.219219
1400000US06037460001,6037460001,2020,624,393,3.01,10,2.5445292,210,36.777584,62.810001,11,12,1.9230769,414,66.346153
1400000US06037460002,6037460002,2020,1150,447,2.5599999,98,21.923937,210,19.354839,240.87001,22.200001,5,.43478259,652,56.695652
1400000US06037460101,6037460101,2020,2500,790,2.53,172,21.772152,474,19.774719,546.51599,22.799999,78,3.1199999,1403,56.119999
1400000US06037460200,6037460200,2020,1972,1339,3.0699999,796,59.44735,525,29.215359,345.02402,19.200001,100,5.0709939,953,48.326572
1400000US06037460301,6037460301,2020,1637,761,2.98,187,24.572931,333,23.533569,219.325,15.5,12,.73304826,889,54.30666
1400000US06037460302,6037460302,2020,1674,940,2.74,328,34.893616,331,20.394331,404.12698,24.9,61,3.6439664,676,40.382317
1400000US06037460401,6037460401,2020,393,216,2.95,67,31.018518,96,26.446281,46.100998,12.7,3,.76335877,202,51.39949
1400000US06037460501,6037460501,2020,1873,1271,3.1099999,56,4.4059796,595,35.886612,207.25,12.5,14,.74746394,1271,67.859047
1400000US06037460502,6037460502,2020,1503,1508,3.3599999,48,3.1830239,682,48.714287,137.2,9.8000002,6,.3992016,1159,77.112442
1400000US06037460601,6037460601,2020,1786,1233,3.05,145,11.759935,656,37.722828,234.765,13.5,11,.61590147,1309,73.292274
1400000US06037460700,6037460700,2020,1588,1544,3.23,82,5.3108807,653,43.302387,191.51599,12.7,8,.50377834,1193,75.125946
1400000US06037460800,6037460800,2020,1390,519,2.48,0,0,244,21.459982,213.756,18.799999,47,3.381295,793,57.050358
1400000US06037460900,6037460900,2020,2087,1523,3.3499999,291,19.107025,497,25.631769,424.64099,21.9,14,.67081934,1096,52.515572
1400000US06037461000,6037461000,2020,1694,1255,3.6900001,430,34.262947,437,28.543436,307.73102,20.1,7,.41322315,726,42.857143
1400000US06037461100,6037461100,2020,1954,1150,2.9100001,92,8,466,25.094238,464.25,25,6,.30706245,1001,51.228249
1400000US06037461200,6037461200,2020,1848,704,2.6500001,113,16.051136,351,20.74468,289.332,17.1,76,4.1125541,1053,56.980518
1400000US06037461300,6037461300,2020,2672,1110,2.49,209,18.828829,723,28.611002,667.12799,26.4,30,1.1227545,1252,46.856289
1400000US06037461400,6037461400,2020,1385,762,2.47,119,15.616797,298,23.299452,406.72198,31.799999,34,2.4548736,630,45.487366
1400000US06037461501,6037461501,2020,1407,925,3.01,224,24.216217,376,29.07966,338.76602,26.200001,27,1.9189765,596,42.359631
1400000US06037461502,6037461502,2020,1912,1307,2.9400001,400,30.604437,530,29.041096,543.84998,29.799999,28,1.4644351,701,36.663181
1400000US06037461600,6037461600,2020,1913,1587,3.3800001,469,29.552614,614,33.922653,508.61002,28.1,0,0,852,44.537376
1400000US06037461700,6037461700,2020,679,170,2.24,33,19.411764,65,10.093167,200.284,31.1,4,.58910161,356,52.430046
1400000US06037461901,6037461901,2020,1779,912,2.79,197,21.600878,377,22.046783,677.15997,39.599998,30,1.6863407,651,36.593594
1400000US06037461902,6037461902,2020,1412,80,1.55,45,56.25,33,2.8301888,763.72998,65.5,0,0,259,18.342775
1400000US06037462001,6037462001,2020,1295,1111,3.5999999,442,39.783978,346,27.791164,156.87001,12.6,0,0,779,60.154442
1400000US06037462002,6037462002,2020,1245,850,3.1600001,347,40.823528,346,30.619469,281.37,24.9,14,1.124498,442,35.502007
1400000US06037462100,6037462100,2020,1936,1096,2.8099999,367,33.485401,519,27.087683,597.79199,31.200001,11,.56818181,810,41.838844
1400000US06037462201,6037462201,2020,2093,576,1.9299999,116,20.138889,312,15.877863,1118.0851,56.900002,35,1.6722409,659,31.485905
1400000US06037462202,6037462202,2020,1920,373,1.92,59,15.817695,224,14.746544,753.42395,49.599998,19,.98958331,546,28.4375
1400000US06037462301,6037462301,2020,2030,1143,2.71,367,32.108486,456,23.737637,597.43103,31.1,20,.98522168,767,37.783253
1400000US06037462302,6037462302,2020,1722,301,2.01,63,20.930233,221,13.76947,505.57501,31.5,9,.5226481,651,37.804878
1400000US06037462400,6037462400,2020,1584,680,2.55,65,9.5588236,400,26.21232,419.64999,27.5,61,3.8510101,830,52.398991
1400000US06037462500,6037462500,2020,2786,1385,2.48,57,4.1155233,736,28.006088,856.72797,32.599998,0,0,1463,52.512562
1400000US06037462600,6037462600,2020,948,520,2.45,58,11.153846,242,26.162163,295.07498,31.9,9,.94936711,550,58.016876
1400000US06037462700,6037462700,2020,2496,883,2.4100001,129,14.609286,518,23.502722,652.38403,29.6,15,.60096157,1154,46.233974
1400000US06037462800,6037462800,2020,1182,609,2.7,149,24.466339,328,31.031219,234.65401,22.200001,9,.76142132,487,41.201355
1400000US06037462900,6037462900,2020,1542,757,2.48,27,3.5667107,409,27.728813,451.35001,30.6,23,1.4915694,800,51.880676
1400000US06037463000,6037463000,2020,1223,590,2.6199999,101,17.118645,253,22.690582,292.13,26.200001,21,1.7170892,656,53.638592
1400000US06037463103,6037463103,2020,2297,1271,3.04,236,18.568056,569,28.379053,423.05499,21.1,7,.30474532,1247,54.2882
1400000US06037463200,6037463200,2020,1566,514,2.3499999,63,12.256809,282,18.650793,526.17596,34.799999,0,0,739,47.190292
1400000US06037463300,6037463300,2020,921,312,2.3299999,61,19.551283,185,21.191294,303.80399,34.799999,6,.65146577,441,47.882736
1400000US06037463400,6037463400,2020,2856,809,2.3,213,26.3288,456,18.037975,806.43201,31.9,82,2.8711483,1062,37.184875
1400000US06037463500,6037463500,2020,3003,707,2.02,0,0,392,15.698838,998.79999,40,27,.8991009,887,29.53713
1400000US06037463601,6037463601,2020,3751,573,1.76,91,15.881327,325,9.8098402,1633.309,49.299999,91,2.4260197,1201,32.018127
1400000US06037463602,6037463602,2020,3753,642,1.9,14,2.1806853,332,10.021129,1606.8051,48.5,0,0,1451,38.662403
1400000US06037463700,6037463700,2020,2045,347,1.9400001,136,39.193085,189,11.630769,653.25,40.200001,35,1.7114915,761,37.212715
1400000US06037463800,6037463800,2020,1669,1062,2.6800001,122,11.487759,517,33.397934,368.42398,23.799999,108,6.4709406,938,56.201317
1400000US06037463900,6037463900,2020,1770,354,2.1199999,54,15.254237,214,14.840499,487.396,33.799999,48,2.7118645,788,44.519775
1400000US06037464000,6037464000,2020,2809,911,2.21,45,4.9396267,428,17.031437,1057.973,42.099998,24,.85439658,1088,38.732647
1400000US06037464101,6037464101,2020,907,379,2.9400001,18,4.7493405,188,25.405405,74.740005,10.1,17,1.874311,574,63.285557
1400000US06037464102,6037464102,2020,1483,1095,3.6600001,117,10.684932,501,39.479904,166.239,13.1,14,.94403237,938,63.250168
1400000US06037464200,6037464200,2020,2210,1580,3.02,141,8.9240503,757,37.530987,254.14201,12.6,13,.58823532,1453,65.746605
1400000US06037480002,6037480002,2020,1337,681,3.1400001,179,26.284876,304,24.456959,232.44101,18.700001,0,0,849,63.500374
1400000US06037480011,6037480011,2020,1892,1342,2.8900001,319,23.770493,543,30.47138,438.37201,24.6,10,.52854121,895,47.30444
1400000US06037480012,6037480012,2020,1747,963,2.9000001,68,7.0612669,550,34.013607,305.61301,18.9,9,.51516885,1070,61.247852
1400000US06037480101,6037480101,2020,1325,821,3.1900001,245,29.841656,455,36.429142,109.912,8.8000002,0,0,721,54.415092
1400000US06037480102,6037480102,2020,1452,814,3.28,65,7.9852581,340,25.621702,225.59,17,7,.48209366,861,59.29752
1400000US06037480201,6037480201,2020,1319,708,3.0899999,94,13.276836,375,31.914894,159.8,13.6,0,0,767,58.150112
1400000US06037480202,6037480202,2020,1113,604,2.78,45,7.4503312,262,26.305222,201.192,20.200001,7,.62893081,605,54.357594
1400000US06037480302,6037480302,2020,1797,547,2.3499999,76,13.893967,329,18.58757,504.45001,28.5,20,1.1129661,876,48.747913
1400000US06037480303,6037480303,2020,1630,838,2.9000001,339,40.453461,458,29.510309,232.8,15,47,2.8834355,751,46.07362
1400000US06037480304,6037480304,2020,1992,644,2.28,197,30.590061,287,15.306666,661.875,35.299999,9,.45180723,755,37.901608
1400000US06037480400,6037480400,2020,2452,889,2.51,54,6.0742407,435,20.270269,650.23798,30.299999,42,1.7128874,1060,43.230015
1400000US06037480500,6037480500,2020,2246,910,2.51,72,7.9120879,513,25.073315,666.99597,32.599998,5,.22261798,1221,54.363312
1400000US06037480601,6037480601,2020,1581,1143,2.5999999,297,25.984251,648,42.857143,329.616,21.799999,29,1.834282,735,46.489563
1400000US06037480602,6037480602,2020,1749,784,2.4000001,178,22.704082,502,31.355402,446.67899,27.9,5,.28587765,883,50.485992
1400000US06037480702,6037480702,2020,1730,957,2.75,48,5.0156741,531,35.376415,289.69299,19.299999,44,2.5433526,994,57.456646
1400000US06037480703,6037480703,2020,1281,1071,3.3099999,140,13.071896,505,40.497192,208.24901,16.700001,0,0,860,67.135048
1400000US06037480704,6037480704,2020,1898,1069,2.3800001,189,17.680075,548,31.06576,668.55603,37.900002,0,0,772,40.674393
1400000US06037480802,6037480802,2020,1132,470,2.8599999,36,7.6595745,257,22.70318,192.44,17,6,.53003532,669,59.098942
1400000US06037480803,6037480803,2020,1281,674,2.78,219,32.49258,323,25.96463,309.75598,24.9,39,3.0444965,588,45.901638
1400000US06037480804,6037480804,2020,1981,1087,2.95,202,18.583256,522,28.823854,340.46799,18.799999,0,0,1056,53.306412
1400000US06037480901,6037480901,2020,1746,848,2.97,211,24.882076,382,22.738094,374.63998,22.299999,0,0,762,43.642612
1400000US06037480902,6037480902,2020,1501,1093,3.22,320,29.277218,583,42.185238,194.862,14.1,17,1.1325783,769,51.232513
1400000US06037480903,6037480903,2020,1120,637,2.8800001,147,23.076923,248,22.423147,297.51401,26.9,0,0,503,44.910713
1400000US06037481001,6037481001,2020,1852,643,2.5599999,130,20.21773,325,18.455423,480.75299,27.299999,32,1.7278618,771,41.630669
1400000US06037481002,6037481002,2020,2240,777,2.52,63,8.1081085,361,17.507275,499.00403,24.200001,69,3.0803571,849,37.901787
1400000US06037481101,6037481101,2020,1590,766,2.8699999,368,48.041775,347,23.94755,318.78,22,15,.94339621,682,42.893082
1400000US06037481102,6037481102,2020,1378,798,2.6600001,129,16.165413,426,32.744041,300.53101,23.1,0,0,661,47.968071
1400000US06037481103,6037481103,2020,1897,867,3.1199999,226,26.066896,373,21.889671,226.632,13.3,8,.42171851,812,42.804428
1400000US06037481201,6037481201,2020,1277,971,3.28,189,19.46447,430,34.455128,182.20801,14.6,12,.93970245,669,52.388409
1400000US06037481203,6037481203,2020,2097,930,3.1900001,378,40.645161,449,23.385416,397.44,20.700001,6,.28612304,1035,49.356224
1400000US06037481300,6037481300,2020,870,605,3.78,175,28.925619,276,32.394367,57.936001,6.8000002,26,2.9885058,467,53.678162
1400000US06037481401,6037481401,2020,1795,812,3.3199999,303,37.315269,359,21.704958,180.286,10.9,10,.55710304,841,46.852367
1400000US06037481403,6037481403,2020,888,516,3.72,211,40.891472,257,30.199764,182.114,21.4,0,0,458,51.576576
1400000US06037481404,6037481404,2020,1252,481,3.3,15,3.1185031,268,23.550087,223.048,19.6,0,0,563,44.968052
1400000US06037481500,6037481500,2020,1643,659,2.8499999,123,18.664644,337,21.115288,328.776,20.6,7,.42604992,855,52.038952
1400000US06037481603,6037481603,2020,1319,628,2.8099999,175,27.866241,257,22.406277,233.98799,20.4,15,1.1372252,590,44.730858
1400000US06037481604,6037481604,2020,1513,777,2.8199999,152,19.56242,466,33.143669,268.54602,19.1,16,1.0575017,738,48.777264
1400000US06037481605,6037481605,2020,1071,379,2.5899999,46,12.137203,240,22.944551,259.40799,24.799999,8,.74696547,445,41.549953
1400000US06037481606,6037481606,2020,1728,854,3.1199999,90,10.538642,442,27.166565,302.62201,18.6,7,.4050926,1014,58.680557
1400000US06037481711,6037481711,2020,1452,584,3.03,136,23.287672,280,20.973783,257.655,19.299999,25,1.7217631,663,45.661156
1400000US06037481712,6037481712,2020,1748,1010,3.24,227,22.475248,571,33.216988,259.569,15.1,15,.85812354,955,54.633869
1400000US06037481713,6037481713,2020,1158,393,2.76,27,6.8702292,215,22.372528,186.43399,19.4,0,0,498,43.00518
1400000US06037481714,6037481714,2020,977,386,2.8699999,123,31.865286,183,19.426752,242.09401,25.700001,18,1.8423746,414,42.374615
1400000US06037481800,6037481800,2020,938,378,2.8099999,76,20.10582,172,19.479048,168.653,19.1,7,.74626863,520,55.437099
1400000US06037481901,6037481901,2020,2044,1158,2.8199999,246,21.243523,564,27.701376,513.07202,25.200001,10,.4892368,1190,58.219177
1400000US06037481902,6037481902,2020,1157,679,3.2,269,39.617085,252,24.347826,184.23,17.799999,15,1.2964563,488,42.178047
1400000US06037482001,6037482001,2020,994,385,2.78,44,11.428572,185,19.331244,243.078,25.4,6,.60362172,624,62.776661
1400000US06037482002,6037482002,2020,2666,1428,2.6700001,309,21.638655,730,28.131021,568.30499,21.9,0,0,1382,51.837959
1400000US06037482101,6037482101,2020,1587,874,3.0999999,139,15.903891,401,27.186441,315.64999,21.4,56,3.5286705,742,46.754883
1400000US06037482102,6037482102,2020,1108,552,3.02,53,9.601449,241,23.767258,205.842,20.299999,4,.36101082,658,59.38628
1400000US06037482201,6037482201,2020,1379,618,3.04,112,18.122978,280,21.722265,274.55698,21.299999,0,0,663,48.078316
1400000US06037482202,6037482202,2020,1765,1099,3.1099999,242,22.020018,486,28.338192,183.50499,10.7,104,5.8923512,1022,57.903683
1400000US06037482301,6037482301,2020,1405,1024,4.1199999,196,19.140625,425,31.811377,165.664,12.4,0,0,816,58.078293
1400000US06037482303,6037482303,2020,1561,1254,3.8,145,11.562999,533,35.438831,121.82401,8.1000004,0,0,1010,64.70211
1400000US06037482304,6037482304,2020,923,617,3.6600001,146,23.662886,283,34.723927,148.33,18.200001,4,.43336946,406,43.987
1400000US06037482401,6037482401,2020,984,675,3.6500001,137,20.296297,255,26.645767,95.699997,10,23,2.3373983,562,57.113823
1400000US06037482403,6037482403,2020,952,692,3.6500001,77,11.127168,424,44.537815,102.816,10.8,0,0,678,71.218491
1400000US06037482404,6037482404,2020,1231,641,2.71,24,3.7441497,453,36.799351,242.507,19.700001,0,0,753,61.169781
1400000US06037482502,6037482502,2020,983,740,3.8,190,25.675676,304,34.584755,130.97099,14.9,0,0,512,52.085453
1400000US06037482503,6037482503,2020,1116,901,4.0700002,187,20.754717,359,33.96405,153.265,14.5,0,0,626,56.093189
1400000US06037482521,6037482521,2020,1553,1028,3.7,206,20.03891,330,22.790054,224.44,15.5,2,.128783,866,55.763039
1400000US06037482522,6037482522,2020,1518,756,2.9000001,220,29.100529,409,27.431253,402.57001,27,0,0,788,51.910408
1400000US06037482600,6037482600,2020,2364,1070,2.8800001,291,27.196262,598,26.696428,250.87999,11.2,28,1.1844332,1448,61.252113
1400000US06037482701,6037482701,2020,1411,758,3.1199999,345,45.514511,302,22.878788,242.87999,18.4,31,2.1970234,547,38.76683
1400000US06037482702,6037482702,2020,863,406,2.8800001,90,22.167488,179,21.749697,176.12199,21.4,0,0,436,50.521439
1400000US06037482801,6037482801,2020,1338,941,3.28,105,11.158342,365,28.740158,250.19,19.700001,8,.5979073,673,50.298954
1400000US06037500100,6037500100,2020,1111,660,3.27,163,24.69697,198,18.591549,146.97,13.8,5,.45004502,779,70.117012
1400000US06037500202,6037500202,2020,1602,1019,3.3699999,52,5.1030421,405,27.569775,260.013,17.700001,0,0,1036,64.669167
1400000US06037500203,6037500203,2020,1223,887,3.3399999,47,5.2987599,387,31.643499,182.22699,14.9,9,.73589534,939,76.778412
1400000US06037500204,6037500204,2020,872,363,2.48,48,13.223141,235,27.357393,175.23599,20.4,0,0,623,71.444954
1400000US06037500300,6037500300,2020,1165,377,2.5599999,40,10.61008,183,15.954664,237.42902,20.700001,0,0,721,61.888412
1400000US06037500402,6037500402,2020,1257,1294,4.1900001,107,8.2689333,546,44.067795,105.315,8.5,0,0,812,64.598251
1400000US06037500403,6037500403,2020,1101,721,3.24,182,25.242718,275,25.749063,264.86398,24.799999,0,0,567,51.498638
1400000US06037500404,6037500404,2020,1313,696,3.3499999,97,13.936782,298,23.335943,210.705,16.5,26,1.980198,864,65.803505
1400000US06037500500,6037500500,2020,863,582,3.4100001,135,23.195877,237,28.417267,166.8,20,13,1.5063732,452,52.375435
1400000US06037500600,6037500600,2020,1336,1205,4.1599998,227,18.838175,418,34.545456,198.44,16.4,0,0,791,59.206585
1400000US06037500700,6037500700,2020,1853,1450,3.8399999,205,14.137931,545,29.411764,237.18401,12.8,0,0,1260,67.997841
1400000US06037500800,6037500800,2020,1386,1147,3.9400001,234,20.401047,320,23.827253,183.991,13.7,0,0,895,64.574318
1400000US06037500900,6037500900,2020,1896,1340,3.1600001,403,30.074627,525,28.363047,542.34296,29.299999,9,.47468355,839,44.251057
1400000US06037501001,6037501001,2020,780,907,4.3899999,192,21.168688,355,46.344646,48.258003,6.3000002,0,0,545,69.871796
1400000US06037501002,6037501002,2020,1374,996,3.46,151,15.160643,431,31.368267,171.75,12.5,0,0,1033,75.181953
1400000US06037501200,6037501200,2020,1423,1323,3.48,165,12.471655,522,37.716763,264.34399,19.1,0,0,903,63.457485
1400000US06037501301,6037501301,2020,1133,498,2.8099999,11,2.2088354,254,23.049002,253.46001,23,0,0,556,49.073257
1400000US06037501302,6037501302,2020,1509,718,2.55,174,24.233984,347,23.621511,581.724,39.599998,13,.8614977,706,46.78595
1400000US06037501400,6037501400,2020,1301,709,2.74,162,22.849083,332,26.538769,324.009,25.9,6,.4611837,519,39.892391
